DOY,LAI,LC
221,4.597661290322581,6.245161290322581
222,4.603709677419355,6.188709677419355
223,4.609758064516129,6.132258064516129
224,4.615806451612903,6.075806451612903
225,4.621854838709677,6.019354838709678
226,4.627903225806452,5.962903225806452
227,4.633951612903226,5.906451612903226
228,4.64,5.85
229,4.6434999999999995,5.775833333333333
230,4.646999999999999,5.701666666666666
231,4.6505,5.6274999999999995
232,4.654,5.553333333333333
233,4.6575,5.479166666666666
234,4.661,5.404999999999999
235,4.664499999999999,5.330833333333333
236,4.668,5.256666666666666
237,4.6715,5.182499999999999
238,4.675,5.108333333333333
239,4.6785,5.034166666666667
240,4.6819999999999995,4.96
241,4.6855,4.885833333333333
242,4.689,4.8116666666666665
243,4.6925,4.7375
244,4.696,4.663333333333333
245,4.6995,4.589166666666666
246,4.703,4.515
247,4.7065,4.440833333333333
248,4.71,4.366666666666666
249,4.7135,4.2924999999999995
250,4.717,4.218333333333334
251,4.7205,4.144166666666667
252,4.724,4.07
253,4.7275,3.995833333333333
254,4.731,3.9216666666666664
255,4.7345,3.8474999999999997
256,4.738,3.7733333333333334
257,4.7415,3.6991666666666667
258,4.745,3.625
259,4.745403225806451,3.585483870967742
260,4.7458064516129035,3.545967741935484
261,4.746209677419355,3.5064516129032257
262,4.746612903225807,3.4669354838709676
263,4.747016129032258,3.4274193548387095
264,4.74741935483871,3.3879032258064514
265,4.7478225806451615,3.3483870967741938
266,4.748225806451613,3.3088709677419352
267,4.748629032258065,3.2693548387096776
268,4.749032258064516,3.2298387096774195
269,4.749435483870968,3.1903225806451614
270,4.7498387096774195,3.1508064516129033
271,4.750241935483871,3.111290322580645
272,4.750645161290323,3.071774193548387
273,4.751048387096774,3.032258064516129
274,4.751451612903226,2.992741935483871
275,4.7518548387096775,2.953225806451613
276,4.75225806451613,2.9137096774193547
277,4.752661290322581,2.8741935483870966
278,4.753064516129032,2.8346774193548385
279,4.753467741935484,2.7951612903225804
280,4.7538709677419355,2.7556451612903228
281,4.754274193548388,2.7161290322580642
282,4.754677419354839,2.6766129032258066
283,4.75508064516129,2.637096774193548
284,4.755483870967742,2.5975806451612904
285,4.7558870967741935,2.558064516129032
286,4.756290322580646,2.518548387096774
287,4.756693548387097,2.479032258064516
288,4.757096774193549,2.439516129032258
289,4.7575,2.4
290,4.761416666666667,2.3916666666666666
291,4.765333333333333,2.3833333333333333
292,4.76925,2.375
293,4.773166666666667,2.3666666666666667
294,4.777083333333334,2.3583333333333334
295,4.781000000000001,2.35
296,4.784916666666667,2.341666666666667
297,4.788833333333334,2.333333333333333
298,4.79275,2.3249999999999997
299,4.796666666666667,2.3166666666666664
300,4.800583333333334,2.308333333333333
301,4.8045,2.3
302,4.808416666666667,2.2916666666666665
303,4.812333333333333,2.283333333333333
304,4.81625,2.275
305,4.820166666666667,2.2666666666666666
306,4.824083333333333,2.2583333333333333
307,4.828,2.25
308,4.831916666666666,2.2416666666666667
309,4.835833333333333,2.2333333333333334
310,4.83975,2.225
311,4.843666666666667,2.216666666666667
312,4.847583333333334,2.208333333333333
313,4.8515,2.1999999999999997
314,4.855416666666667,2.1916666666666664
315,4.859333333333334,2.183333333333333
316,4.86325,2.175
317,4.867166666666667,2.1666666666666665
318,4.871083333333333,2.158333333333333
319,4.875,2.15
320,4.8675,2.1666666666666665
321,4.86,2.183333333333333
322,4.8525,2.1999999999999997
323,4.845,2.216666666666667
324,4.8375,2.2333333333333334
325,4.83,2.25
326,4.8225,2.2666666666666666
327,4.815,2.283333333333333
328,4.8075,2.3
329,4.8,2.3166666666666664
330,4.7925,2.333333333333333
331,4.785,2.35
332,4.7775,2.3666666666666667
333,4.7700000000000005,2.3833333333333333
334,4.7625,2.4
335,4.755,2.4166666666666665
336,4.7475000000000005,2.433333333333333
337,4.74,2.4499999999999997
338,4.7325,2.466666666666667
339,4.7250000000000005,2.4833333333333334
340,4.7175,2.5
341,4.71,2.5166666666666666
342,4.702500000000001,2.533333333333333
343,4.695,2.55
344,4.6875,2.5666666666666664
345,4.680000000000001,2.583333333333333
346,4.6725,2.6
347,4.665,2.6166666666666667
348,4.657500000000001,2.6333333333333333
349,4.65,2.65
350,4.659032258064516,2.6596774193548387
351,4.668064516129032,2.6693548387096775
352,4.677096774193549,2.6790322580645163
353,4.686129032258065,2.6887096774193546
354,4.695161290322581,2.6983870967741934
355,4.704193548387097,2.708064516129032
356,4.7132258064516135,2.717741935483871
357,4.722258064516129,2.72741935483871
358,4.731290322580645,2.7370967741935486
359,4.740322580645161,2.746774193548387
360,4.749354838709678,2.7564516129032257
361,4.758387096774194,2.7661290322580645
362,4.76741935483871,2.7758064516129033
363,4.776451612903226,2.785483870967742
364,4.785483870967742,2.795161290322581
365,4.794516129032258,2.804838709677419
