DOY,SW,TA,VPD,PA,CA
284,19.409126399999995,291.6616666666667,952.1,100241.33333333333,391.9865
285,20.0795328,291.1076666666667,1172.5,100367.0,391.56375
286,19.085299199999998,292.1863333333333,1210.8333333333333,100094.66666666667,392.0535
287,19.111363199999996,288.1706666666667,778.2000000000002,100750.33333333333,394.74625
288,22.657766399999996,289.4116666666667,1024.8,101071.0,393.98875000000004
289,26.3045376,292.90000000000003,1632.9333333333332,100822.66666666667,391.62699999999995
290,22.479033599999998,293.064,1523.7333333333333,100834.0,393.20375
291,24.090163199999996,290.295,961.1999999999999,101603.0,393.44775
292,24.772780800000003,292.4096666666667,1188.8666666666666,101293.33333333333,394.6625
293,18.2372544,293.205,1215.1333333333332,101076.33333333333,393.61875000000003
294,16.461964799999997,293.812,1346.1333333333334,101110.0,392.56325000000004
295,18.073612800000003,291.9726666666667,839.5333333333334,101049.66666666667,393.22775
296,22.039747200000004,293.72933333333333,1291.8666666666666,100882.0,394.7075
297,25.021036799999994,293.2036666666667,1261.8333333333333,100893.0,393.58475
298,24.190185599999996,294.13300000000004,1535.0333333333335,100672.33333333333,395.28025
299,21.205699199999998,293.50866666666667,1232.6666666666667,100538.0,393.12075
300,23.9933952,293.38866666666667,1343.0333333333333,100710.66666666667,395.24300000000005
301,19.821023999999998,292.6563333333334,1248.6000000000001,100918.0,396.82400000000007
302,23.220979200000002,291.52466666666675,975.9,100784.66666666667,395.35725
303,24.910848,293.0953333333334,1271.3333333333333,100838.0,392.90900000000005
304,27.633571199999995,295.55833333333334,1679.5666666666666,100667.33333333333,395.36175
305,21.092457600000003,296.79733333333337,1726.6666666666667,100271.33333333333,393.79375000000005
306,28.484208,292.7246666666667,1507.7,100801.66666666667,393.922
307,18.445737599999998,292.113,1205.4333333333332,101076.0,404.29925000000003
308,26.631216000000006,291.8826666666667,932.3666666666668,101274.33333333333,402.702
309,18.6178464,292.872,980.0999999999999,101115.66666666667,398.90675
310,24.386256000000003,293.6813333333334,1067.7,100845.66666666667,396.35575000000006
311,21.86928,294.9346666666667,1158.4333333333334,100695.33333333333,396.39549999999997
312,25.8969312,296.5536666666667,1567.8,100520.0,397.65225
313,25.7792832,296.3056666666667,1394.9333333333334,100535.0,395.11075000000005
314,9.909072,290.81866666666673,609.4333333333334,101153.0,392.40024999999997
315,15.475824000000003,289.9723333333334,554.7333333333332,101319.66666666667,392.75325
316,22.405651200000005,292.35200000000003,855.9,100907.0,399.20975
317,26.9819136,293.69100000000003,1109.8,100795.0,396.4175
318,23.1439104,295.17266666666666,1636.5666666666666,100577.0,395.16324999999995
319,19.3489632,293.5206666666667,902.6333333333333,100476.66666666667,395.7985
320,13.8720096,291.993,723.6,100325.33333333333,396.32475
321,17.9834112,291.17533333333336,806.2333333333332,100652.66666666667,394.3935
322,22.185590399999995,292.52833333333336,945.0,100564.33333333333,389.6695
323,23.958028799999997,293.0236666666667,917.4333333333334,100705.66666666667,397.86650000000003
324,27.220550399999997,295.415,1321.9,100624.0,395.42625
325,26.134848,297.0163333333334,1636.1333333333332,100281.66666666667,394.54625
326,15.683903999999998,294.0273333333334,759.9666666666667,100472.0,392.77775
327,21.580559999999995,295.8243333333334,1193.1000000000001,100307.66666666667,393.22375
328,24.594652800000002,295.348,858.8333333333334,100275.0,395.80899999999997
329,24.237071999999998,296.2513333333333,1366.2666666666667,100450.0,394.76250000000005
330,20.9173248,294.28133333333335,890.7666666666665,100811.33333333333,393.22700000000003
331,16.452288,293.65633333333335,709.6,100931.66666666667,393.03749999999997
332,22.048185599999993,294.87166666666667,986.1,100702.66666666667,394.86
333,18.708911999999998,295.26966666666664,912.6999999999999,100492.66666666667,395.1085
334,19.775836799999997,295.8726666666667,1100.4666666666667,100652.66666666667,393.04699999999997
335,20.882649599999997,296.8403333333334,1069.6666666666665,100699.0,393.07624999999996
336,24.4188864,296.3933333333334,1111.3333333333333,100662.66666666667,394.0345
337,22.764931199999996,295.6706666666667,933.7666666666668,100399.66666666667,395.81674999999996
338,23.793724799999996,297.26933333333335,1462.3333333333333,99779.0,394.86775
339,27.933177599999997,294.119,1205.8333333333335,99719.33333333333,392.33775
340,27.7857216,292.60533333333336,986.5666666666666,100410.33333333333,394.40374999999995
341,22.9206528,293.4303333333334,879.2333333333332,100729.0,395.14599999999996
342,26.7116544,296.2323333333334,1087.8999999999999,100504.66666666667,396.36574999999993
343,16.9174656,296.3326666666667,1054.7333333333333,100437.66666666667,393.02324999999996
344,17.2134144,295.50300000000004,1152.6333333333334,100614.33333333333,393.6545
345,16.1520192,293.93366666666674,888.6333333333336,100646.33333333333,398.52200000000005
346,25.3394208,294.03533333333337,958.2333333333332,100959.0,397.437
347,26.866512,295.014,1128.3,100793.33333333333,397.24925
348,20.811168,295.339,1042.3666666666668,100525.66666666667,395.6155
349,21.327436799999997,296.13233333333335,1054.6333333333334,100388.0,399.81149999999997
350,22.185215999999997,297.645,1424.5666666666666,100066.0,398.43775
351,18.7012224,294.2216666666667,896.8333333333334,100461.66666666667,395.70900000000006
352,26.807817600000003,295.81233333333336,1029.5666666666668,100543.0,399.767
353,26.1526464,296.224,1112.5333333333333,100608.66666666667,397.82450000000006
354,27.2948256,298.8283333333334,1886.4666666666665,100496.33333333333,395.08849999999995
355,25.1457984,296.596,1157.8999999999999,100818.0,395.2435
356,18.953740799999995,298.35,1297.3000000000002,100551.66666666667,394.034
357,18.784684799999997,299.4416666666667,1368.4333333333334,100321.33333333333,392.35450000000003
358,15.400108799999998,296.05833333333334,792.6666666666666,100624.0,393.3075
359,9.3736512,293.3593333333334,288.3,100533.33333333333,401.97749999999996
360,21.832646400000005,294.35,842.0,100518.33333333333,398.72824999999995
361,21.921551999999995,293.46133333333336,843.9,100779.33333333333,396.9145
362,24.051744,295.1770000000001,899.1333333333333,100406.66666666667,399.36175000000003
363,29.249798400000003,295.9066666666667,1187.8666666666666,100288.0,398.903
364,27.4201056,296.2916666666667,1423.5,100471.66666666667,401.65975
365,31.0660704,297.263,1281.8,100575.33333333333,399.892
1,28.8336096,298.0026666666667,1439.6666666666667,100454.33333333333,398.20775
2,20.634364799999997,296.96500000000003,1195.8999999999999,100405.0,402.94075000000004
3,25.5224448,296.8353333333334,986.2666666666668,100389.66666666667,405.29575
4,27.6686496,298.3303333333334,1321.9333333333334,100255.33333333333,399.372
5,28.251590399999998,297.80166666666673,1252.5666666666668,100437.33333333333,396.81725
6,26.9109504,296.62733333333335,1272.6666666666667,100670.0,400.4395
7,21.799814400000002,295.3386666666667,934.1,100895.33333333333,397.11325
8,15.971932799999998,298.15400000000005,1551.3999999999999,100229.33333333333,401.875
9,21.859401599999998,295.90433333333334,1245.7,100217.0,397.42525
10,20.519596800000002,295.41833333333335,1156.6333333333334,100475.33333333333,398.55325
11,25.686921599999994,298.03766666666667,1667.3333333333333,100185.66666666667,399.83275
12,22.4870976,296.20233333333334,1193.6000000000001,100515.66666666667,401.2795
13,20.6110944,294.7186666666667,836.6333333333333,100730.0,399.82675
14,22.872499199999996,294.39900000000006,831.6333333333332,100964.66666666667,396.79200000000003
15,23.1201216,295.82433333333336,1007.2999999999998,101052.0,396.62800000000004
16,26.151984,297.117,1188.5666666666668,100942.33333333333,398.87175
17,27.2624544,298.029,1285.5666666666668,100735.0,396.88124999999997
18,27.78408,300.9703333333334,2138.6666666666665,100190.33333333333,401.4525
19,19.9370016,296.3016666666667,868.6333333333332,100522.33333333333,397.625
20,14.4794304,295.48633333333333,699.0666666666666,100575.66666666667,400.40599999999995
21,13.797273600000002,295.5646666666667,482.9666666666667,100512.66666666667,396.898
22,15.0296832,294.81333333333333,585.5333333333333,100855.33333333333,399.5845
23,12.9630816,294.3156666666667,597.2666666666667,101131.66666666667,396.33025
24,15.015743999999998,296.0743333333334,753.5666666666666,100659.33333333333,398.7165
25,18.0947808,296.09233333333333,748.5666666666666,100518.66666666667,400.67199999999997
26,15.451084799999999,295.7183333333333,662.7,100813.0,397.77425
27,16.7926464,294.8373333333334,521.6666666666666,100827.33333333333,400.85125000000005
28,15.8199264,295.32000000000005,583.1999999999999,100572.66666666667,398.52750000000003
29,23.0811264,297.37866666666673,1051.3000000000002,100156.33333333333,396.83475
30,21.402720000000002,297.61600000000004,894.0,100266.33333333333,397.95300000000003
31,26.580239999999993,299.01800000000003,1363.8999999999999,100177.66666666667,397.7955
32,14.4248544,294.63433333333336,665.5333333333333,100317.0,394.81975
33,12.7409472,292.896,629.5,100408.66666666667,399.66325
34,17.1445824,294.254,850.4333333333334,100318.66666666667,396.35925000000003
35,15.483139199999998,294.13400000000007,606.4,100658.33333333333,395.88050000000004
36,19.5093792,294.81600000000003,925.4666666666667,100765.0,396.76324999999997
37,22.922928,295.0656666666667,958.6,100551.66666666667,396.44025
38,22.4023104,294.9556666666667,941.1333333333333,100532.0,399.00449999999995
39,22.8237408,296.46433333333334,1088.1000000000001,100657.33333333333,396.78974999999997
40,21.019967999999995,296.8046666666667,1036.6666666666667,100653.66666666667,395.14175
41,19.0483488,295.95533333333333,711.7999999999998,100658.66666666667,395.46475
42,13.77288,294.24500000000006,496.90000000000003,100746.0,399.35675
43,14.266713599999997,294.3093333333333,520.5333333333333,100893.66666666667,400.66999999999996
44,18.754012799999998,295.18800000000005,751.0666666666666,100960.33333333333,399.28475
45,17.0512992,294.75333333333333,586.9,100833.0,391.63424999999995
46,13.272191999999999,294.57300000000004,389.5333333333333,100632.0,392.34749999999997
47,13.194921599999999,294.6076666666667,499.7666666666667,100628.0,397.79024999999996
48,16.278998400000003,294.478,646.9,100896.0,397.32700000000006
49,20.220739199999997,294.365,527.5666666666667,100743.66666666667,397.36325000000005
50,16.3308672,295.77833333333336,514.1333333333333,100339.66666666667,394.60775
51,21.769948799999998,296.0853333333334,933.8000000000001,100427.33333333333,394.42224999999996
52,22.290623999999998,295.132,883.4000000000001,100709.66666666667,396.91125
53,18.6767424,294.82766666666674,785.0,100975.66666666667,394.976
54,14.201395199999999,294.7796666666667,637.2333333333333,101006.66666666667,394.18899999999996
55,24.308352,296.767,840.4333333333334,100990.33333333333,396.22075000000007
56,23.015376,297.0526666666667,835.1333333333333,100965.66666666667,398.7335
57,16.3138464,297.036,762.4,100811.66666666667,396.3375
58,13.693651199999998,296.22133333333335,548.1333333333333,100817.66666666667,393.09125
59,8.583465599999998,294.617,393.90000000000003,100739.0,399.93175
60,7.3279296,293.4666666666667,346.9666666666667,100691.33333333333,394.33125
61,4.2806304,291.28633333333335,258.26666666666665,101063.33333333333,393.4295
62,7.571088,292.78900000000004,380.23333333333335,101330.33333333333,396.09349999999995
63,16.614518399999998,295.098,603.6666666666666,101140.66666666667,397.08975
64,21.2589792,294.8783333333334,746.3333333333334,100941.33333333333,397.9385
65,15.913065600000001,294.59366666666665,637.6333333333333,101066.66666666667,397.99949999999995
66,17.0646912,293.78900000000004,608.0999999999999,101054.66666666667,395.18175
67,17.0913024,293.973,633.3000000000001,100903.66666666667,397.74850000000004
68,21.902832,294.93300000000005,826.6666666666666,100910.0,394.1627500000001
69,22.571568,295.1296666666667,837.3000000000001,101029.33333333333,396.27225
70,20.51928,295.3733333333334,813.7000000000002,101173.66666666667,401.14025000000004
71,15.5856384,294.88100000000003,695.5666666666666,101085.0,396.376
72,19.4022144,295.117,827.3000000000001,100949.33333333333,397.81325
73,16.0498944,295.1326666666667,661.9,100766.66666666667,395.64875
74,11.7127872,294.63466666666665,493.7333333333333,100612.66666666667,404.8785
75,18.7352928,296.0226666666667,759.9666666666666,100201.66666666667,399.07050000000004
76,17.9215488,293.7633333333333,911.2333333333332,100734.33333333333,399.26824999999997
77,20.435126399999998,292.94533333333334,969.2999999999998,101315.0,403.5585
78,16.5313728,293.0316666666667,711.9333333333334,101549.0,404.31450000000007
79,19.2759552,294.1673333333334,709.7333333333335,101404.33333333333,400.10175
80,16.5643488,294.99133333333333,746.1666666666666,100695.0,398.857
81,15.110582399999998,295.94599999999997,903.0333333333333,100398.33333333333,404.58425
82,16.855401599999997,295.3676666666667,998.0999999999999,100370.0,400.59549999999996
83,16.2045216,293.62000000000006,909.5,100658.66666666667,399.59475000000003
84,18.2637792,293.3616666666667,812.1999999999999,101145.66666666667,399.533
85,11.4338304,293.97066666666666,413.90000000000003,101263.0,401.12375
86,10.240963199999998,294.1456666666667,451.93333333333334,101206.33333333333,401.725
87,10.401724799999998,294.27500000000003,548.6,100911.33333333333,395.54299999999995
88,16.390828799999998,293.07133333333337,663.6333333333333,100930.66666666667,397.048
89,17.7950016,293.05600000000004,582.0666666666666,100959.0,395.5833333333333
90,16.111958399999995,293.1676666666667,692.4333333333333,100904.0,398.028
91,18.283651199999998,293.65933333333334,735.4666666666667,100923.0,399.0903333333333
92,18.341164799999998,293.41800000000006,699.3333333333334,100810.0,394.92766666666665
93,12.636576,293.15633333333335,577.8,100959.0,396.85099999999994
94,9.3518496,292.63100000000003,358.8333333333333,101264.33333333333,398.71033333333327
95,13.841193599999999,293.08266666666674,473.1000000000001,101428.66666666667,398.01500000000004
96,12.3217632,292.18600000000004,469.63333333333327,101403.33333333333,400.1703333333333
97,15.0398784,292.0536666666667,656.2666666666668,101350.66666666667,392.8633333333333
98,15.6561984,292.2336666666667,574.4666666666667,101302.0,397.09833333333336
99,16.5349152,291.28933333333333,662.9333333333333,101204.66666666667,397.8786666666667
100,13.4893152,290.048,508.6666666666667,101278.0,393.893
101,14.156352,291.48366666666675,635.8666666666667,101151.0,398.4213333333333
102,14.2738272,291.59333333333336,672.2333333333332,101449.0,396.1266666666667
103,15.9343776,291.63433333333336,704.7000000000002,101373.66666666667,398.1466666666667
104,14.562777599999999,292.05400000000003,754.7333333333332,101151.0,392.51099999999997
105,12.362745599999998,292.1833333333334,688.7333333333332,100968.33333333333,399.83200000000005
106,11.755152,291.769,619.8666666666667,101070.33333333333,398.58933333333334
107,13.0243392,291.32300000000004,540.8333333333334,101069.66666666667,399.3876666666667
108,12.358569600000001,291.9793333333334,557.0666666666666,100829.33333333333,395.60066666666665
109,12.830399999999997,290.80733333333336,604.5666666666667,100792.66666666667,398.8476666666666
110,11.915049600000001,290.532,515.1,100774.0,398.2683333333334
111,15.9553728,289.9496666666667,571.9,100822.0,398.10533333333336
112,13.501065599999999,290.9536666666667,642.3666666666667,100529.0,400.4936666666667
113,12.515903999999999,291.0013333333334,731.4,100558.33333333333,401.46999999999997
114,15.204844799999998,290.3696666666667,812.6666666666666,100632.0,401.88366666666667
115,13.24224,289.01933333333335,585.9,100940.0,401.77400000000006
116,12.2379552,289.7413333333334,647.9333333333333,100978.0,403.32933333333335
117,11.9553696,289.95233333333334,586.0999999999999,101288.33333333333,403.20700000000005
118,12.8009376,290.97533333333337,705.8666666666667,101225.66666666667,405.049
119,13.787510399999997,290.93033333333335,698.9333333333334,101154.66666666667,396.52299999999997
120,11.0628288,290.932,622.8000000000001,101248.33333333333,399.4303333333333
121,14.053536000000003,290.2006666666667,571.8333333333334,101127.66666666667,399.067
122,11.535552000000001,288.9433333333333,622.9,100887.66666666667,402.1403333333333
123,11.4924672,287.7436666666667,549.0666666666667,100506.33333333333,402.828
124,13.877856,288.62600000000003,883.9,100618.0,401.23466666666667
125,14.397235199999999,287.1046666666667,697.5,101087.66666666667,400.98966666666666
126,13.959907199999998,286.70266666666663,594.6,101237.66666666667,400.8113333333333
127,10.8368928,287.54766666666666,596.7333333333333,101468.0,403.546
128,13.681151999999999,287.8926666666667,561.9333333333334,101593.0,403.695
129,13.5349344,288.4566666666667,534.6666666666666,101657.33333333333,401.30600000000004
130,11.938233599999998,288.74033333333335,539.5,101608.33333333333,400.9413333333334
131,12.0978432,290.42733333333337,657.4,101472.66666666667,395.95599999999996
132,11.6704224,288.71000000000004,573.3000000000001,101505.33333333333,399.7386666666667
133,10.0190592,287.86166666666674,502.43333333333334,101170.0,395.88366666666667
134,13.035167999999999,287.29300000000006,566.4333333333334,101215.66666666667,394.157
135,12.810585599999998,286.51000000000005,561.1,101246.0,399.7136666666667
136,12.5088192,287.999,692.7333333333335,101237.0,399.64733333333334
137,12.909945599999999,288.2023333333334,739.3666666666667,101301.33333333333,401.56666666666666
138,12.101644799999997,286.98500000000007,609.9333333333333,101299.33333333333,395.0863333333334
139,12.410438399999999,286.85666666666674,681.3666666666667,101265.33333333333,391.08500000000004
140,10.2897216,287.10966666666667,585.6999999999999,101281.33333333333,393.14799999999997
141,11.5402176,288.35333333333335,657.5666666666667,101231.33333333333,399.375
142,10.342368,286.67233333333337,557.0,101072.66666666667,398.29733333333337
143,9.2781216,287.8016666666667,593.2333333333333,100920.66666666667,400.2556666666667
144,8.7822432,289.1986666666667,638.3666666666667,100920.33333333333,399.4026666666666
145,10.7214048,288.933,579.3000000000001,100924.66666666667,399.17800000000005
146,11.697408000000001,286.9836666666667,574.6333333333333,101161.0,400.9003333333333
147,8.586288,287.69266666666664,572.9333333333334,101282.66666666667,395.171
148,9.7573824,288.30233333333337,562.3,101554.33333333333,395.9416666666666
149,8.5136544,287.31533333333334,345.1000000000001,101945.0,398.0683333333333
150,8.355283199999999,288.10900000000004,404.43333333333334,102069.0,398.0243333333333
151,9.174672,287.87000000000006,365.26666666666665,101904.33333333333,399.0040000000001
152,4.6873152,287.4266666666667,262.59999999999997,101298.33333333333,395.2196666666666
153,5.476838400000001,287.68533333333335,338.9666666666667,100777.33333333333,398.62033333333335
154,9.498643200000002,287.21433333333334,516.3000000000001,100851.33333333333,399.72133333333335
155,10.6454592,286.1863333333333,436.6333333333334,100876.0,400.355
156,5.308502399999999,285.86466666666666,250.33333333333337,100847.66666666667,395.7386666666667
157,4.5676224,286.729,360.7333333333334,101323.33333333333,397.818
158,9.487843199999999,287.3276666666667,548.6666666666666,101465.0,400.3376666666666
159,9.4038624,285.163,432.46666666666664,101829.66666666667,399.4376666666667
160,10.1132064,285.08133333333336,333.1333333333333,101787.0,392.038
161,6.3436896,284.79766666666666,200.4,101610.0,389.5933333333333
162,7.423747200000001,285.6186666666667,226.5,101339.0,397.5883333333333
163,5.7284352,285.6043333333334,195.5,100935.33333333333,396.49066666666675
164,7.2402336,286.07133333333337,278.1666666666667,100615.66666666667,390.4676666666667
165,8.618342400000001,287.43699999999995,470.9666666666667,100302.66666666667,394.47900000000004
166,8.225107199999998,287.97600000000006,714.0,100414.66666666667,394.26825
167,9.0017568,285.59000000000003,475.2666666666667,100778.33333333333,392.9395
168,9.7875648,286.2456666666667,617.7333333333332,100898.66666666667,394.19274999999993
169,11.1245184,285.4856666666667,506.4333333333332,101278.66666666667,391.99
170,10.222041599999999,286.0886666666667,503.1000000000001,101397.0,392.35299999999995
171,8.8242624,285.005,464.43333333333334,101195.33333333333,392.26175
172,10.560758399999997,285.3636666666667,526.0333333333333,100928.66666666667,394.09799999999996
173,7.796649599999999,285.2683333333334,423.6666666666667,100977.0,392.53175
174,6.2074656,284.699,396.1333333333334,101199.0,391.3575
175,8.896406399999998,285.2526666666667,540.6666666666666,101008.0,393.51625
176,8.506627199999999,285.8113333333334,495.3333333333333,101084.33333333333,390.4395
177,6.9070752,287.36566666666664,499.5333333333333,101488.0,392.4005000000001
178,7.414415999999999,286.48499999999996,395.5,101480.0,395.56149999999997
179,7.7842367999999995,286.086,413.1666666666667,100912.66666666667,394.892
180,6.4268352,285.9483333333333,385.73333333333335,100648.0,393.7015
181,9.347472000000002,285.7323333333334,527.0666666666666,100956.66666666667,393.34975000000003
