DOY,LAI
198,4.660045295997633
199,4.657878337013212
200,4.655711378028791
201,4.65354441904437
202,4.6513774600599485
203,4.656253117774896
204,4.680631406349634
205,4.7017592564477395
206,4.722887106545846
207,4.744014956643952
208,4.765142806742058
209,4.786270656840164
210,4.80739850693827
211,4.828526357036376
212,4.849654207134482
213,4.870782057232588
214,4.870782057232588
215,4.870782057232588
216,4.870782057232588
217,4.870782057232588
218,4.882971201519956
219,4.895160345807325
220,4.841528110942902
221,4.763517587503742
222,4.734263641214056
223,4.705009694924371
224,4.705009694924371
225,4.680631406349633
226,4.656253117774896
227,4.656253117774896
228,4.656253117774896
229,4.656253117774896
230,4.622123513770263
231,4.573366936620788
232,4.578242594335736
233,4.519734701756365
234,4.47097812460689
235,4.441724178317204
236,4.388091943452782
237,4.358837997163096
238,4.3344597085883585
239,4.29057878915383
240,4.2515735274342505
241,4.222319581144566
242,4.183314319424985
243,4.144309057705405
244,4.115055111415719
245,4.090676822840981
246,4.03704458797656
247,4.007790641686874
248,3.9687853799672936
249,3.929780118247713
250,3.881023541098238
251,3.8761478833832905
252,3.846893937093605
253,3.822515648518868
254,3.7932617022291826
255,3.7347538096498116
256,3.6908728902152843
257,3.6177380244910715
258,3.578732762771491
259,3.5251005279070675
260,3.5055978970472776
261,3.50072223933233
262,3.4763439507575926
263,3.4470900044679076
264,3.4470900044679076
265,3.4763439507575926
266,3.4763439507575926
267,3.50072223933233
268,3.5251005279070675
269,3.5251005279070675
270,3.432463031323065
271,3.369079481028747
272,3.3154472461643243
273,3.286193299874639
274,3.286193299874639
275,3.232561065010216
276,3.203307118720531
277,3.1691775147158983
278,3.1106696221365273
279,3.0472860718422097
280,3.032659098697367
281,2.988778179262839
282,2.9643998906881013
283,2.8668867363891506
284,2.7547466089453576
285,2.686487400936092
286,2.613352535211879
287,2.554844642632508
288,2.4670828037634527
289,2.3744453071794496
290,2.2818078105954465
291,2.135538079147021
292,2.028273609418175
293,1.877128220254801
294,1.7552367773811133
295,1.618718361362582
296,1.4821999453440506
297,1.277422321316254
298,1.1555308784425673
299,1.0482664087137215
300,0.943439767842349
301,0.8386131269709765
302,0.7118460263823403
303,0.6338355029431799
304,0.5216953754993865
305,0.43880919434527854
306,0.39005261719580364
307,0.29741512061179964
308,0.2876638051819054
309,0.2584098588922208
310,0.20477762402779653
311,0.16577236230821768
312,0.12189144287368858
313,0.09751315429895069
314,0.07313486572421457
315,0.03900526171958063
316,0.0
317,0.014626973144842736
318,0.009751315429895158
319,0.0
320,0.0
321,0.0
322,0.0
323,0.0
324,0.0
325,0.0
326,0.0
327,0.0
328,0.0
329,0.0
330,0.0
331,0.0
332,0.0
333,0.0
334,0.0
335,0.0
336,0.0
337,0.0
338,0.0
339,0.0
340,0.0
341,0.0
342,0.0
343,0.0
344,0.0
345,0.0
346,0.0
347,0.0
348,0.0
349,0.0
350,0.0
351,0.0
352,0.0
353,0.0
354,0.0
355,0.0
356,0.0
357,0.0
358,0.0
359,0.0
360,0.0
361,0.0
362,0.0
363,0.0
364,0.0
365,0.0
366,0.0
