DOY,LAI
198,4.364957830302857
199,4.38068119865
200,4.339326585955714
201,4.297971973261428
202,4.256617360567143
203,4.215262747872857
204,4.173908135178571
205,4.132553522484286
206,4.09119890979
207,4.101376021535833
208,4.111553133281666
209,4.1217302450275
210,4.131907356773333
211,4.142084468519167
212,4.152261580265
213,4.1624386920108325
214,4.172615803756667
215,4.1827929155025
216,4.192970027248333
217,4.203147138994167
218,4.2133242507399995
219,4.212678084920357
220,4.212031919100714
221,4.211385753281071
222,4.210739587461428
223,4.210093421641786
224,4.209447255822143
225,4.2088010900025
226,4.208154924182857
227,4.207508758363215
228,4.206862592543571
229,4.206216426723929
230,4.2055702609042855
231,4.2049240950846425
232,4.204277929264999
233,4.203631763445357
234,4.202985597625714
235,4.202339431806071
236,4.201693265986429
237,4.201047100166786
238,4.200400934347143
239,4.1997547685275
240,4.199108602707858
241,4.198462436888214
242,4.197816271068572
243,4.1971701052489285
244,4.1965239394292855
245,4.195877773609642
246,4.19523160779
247,4.1665849229116665
248,4.137938238033334
249,4.109291553155
250,4.080644868276666
251,4.051998183398333
252,4.023351498519999
253,4.01101560552409
254,3.9986797125281814
255,3.986343819532272
256,3.9740079265363635
257,3.961672033540454
258,3.9493361405445455
259,3.937000247548636
260,3.924664354552727
261,3.912328461556818
262,3.899992568560909
263,3.8876566755649997
264,3.8753207825690903
265,3.8629848895731818
266,3.8506489965772723
267,3.838313103581364
268,3.8259772105854544
269,3.8136413175895454
270,3.801305424593636
271,3.7889695315977274
272,3.776633638601818
273,3.7642977456059095
274,3.75196185261
275,3.685527928901875
276,3.6190940051937504
277,3.552660081485625
278,3.4862261577775
279,3.419792234069375
280,3.3533583103612497
281,3.286924386653125
282,3.220490462945
283,3.154056539236875
284,3.08762261552875
285,3.021188691820625
286,2.9547547681124997
287,2.888320844404375
288,2.82188692069625
289,2.755452996988125
290,2.68901907328
291,2.420117165952
292,2.151215258624
293,1.882313351296
294,1.6134114439679998
295,1.3445095366399997
296,1.0756076293119998
297,0.8067057219839999
298,0.5378038146559998
299,0.26890190732799973
300,0.0
301,0.0
302,0.0
303,0.0
304,0.0
305,0.0
306,0.0
307,0.0
308,0.0
309,0.0
310,0.0
311,0.0
312,0.0
313,0.0
314,0.0
315,0.0
316,0.0
317,0.0
318,0.0
319,0.0
320,0.0
321,0.0
322,0.0
323,0.0
324,0.0
325,0.0
326,0.0
327,0.0
328,0.0
329,0.0
330,0.0
331,0.0
332,0.0
333,0.0
334,0.0
335,0.0
336,0.0
337,0.0
338,0.0
339,0.0
340,0.0
341,0.0
342,0.0
343,0.0
344,0.0
345,0.0
346,0.0
347,0.0
348,0.0
349,0.0
350,0.0
351,0.0
352,0.0
353,0.0
354,0.0
355,0.0
356,0.0
357,0.0
358,0.0
359,0.0
360,0.0
361,0.0
362,0.0
363,0.0
364,0.0
365,0.0
