DOY,SW,TA,VPD,PA
47,7.335376611328125,273.9799396133423,169.67157125473022,98476.6894589632
48,6.090313403320313,273.8699409103394,179.93541955947876,98475.55862063462
49,12.440905224609375,273.51433125495913,213.09020519256592,98471.89663513488
50,12.632934814453126,274.12050357818606,216.72382354736328,98478.13321694633
51,12.864031347656251,274.80568316936495,223.10831546783447,98485.14991811081
52,12.024994482421876,275.73240891456607,180.99464178085327,98494.58537361008
53,12.894702978515626,275.67265192031863,168.41310262680054,98493.97884935139
54,9.401357153320314,274.68807366847994,169.25722360610962,98483.94797733564
55,13.849131884765626,275.48875657081607,263.8728857040405,98492.11070816254
56,13.711539990234376,276.0758685207367,296.90020084381104,98498.06640254421
57,13.756567236328126,275.5305587387085,211.81159019470215,98492.53558111929
58,5.912481225585938,276.88052931785586,79.98406291007996,98506.1883639356
59,11.921292333984375,278.85456720352175,302.7158498764038,98525.9173133744
60,9.825110815429689,279.9565168952942,253.46863269805908,98536.81079571246
61,1.0069856323242188,281.56283298492434,8.452121168375015,98552.53924540283
62,6.7684623046875005,282.30939689636233,89.50562477111816,98559.78908082873
63,14.646592968750001,280.7180182075501,180.47751188278198,98544.28931951702
64,14.997081445312501,280.42281595230105,213.64176273345947,98541.39497442225
65,12.927806982421876,282.0701324081421,227.27735042572021,98557.46973012974
66,6.774110156250001,282.4913484191895,72.54464626312256,98561.55025822074
67,13.181024267578126,280.8367716407776,174.10813570022583,98545.45195461021
68,11.824100244140626,281.2128268814087,147.86057472229004,98549.12725376248
69,14.045319580078125,283.4018947219849,251.72686576843262,98570.33018376009
70,11.047738842773438,282.96430603027346,173.72108697891235,98566.1177165623
71,15.159930468750002,284.1984149551392,321.93377017974854,98577.9649965532
72,11.830375634765625,284.32845226287844,246.64146900177002,98579.20741477884
73,17.896919677734378,279.3331390953064,275.75531005859375,98530.65874283537
74,12.384110302734376,278.33511701583865,277.54156589508057,98520.75264081564
75,14.219779394531251,277.98045841217044,284.8036766052246,98517.21545928397
76,18.510745166015624,278.7439061737061,332.71684646606445,98524.81865297379
77,17.923199853515627,280.06759706497195,425.01606941223145,98537.90419248787
78,18.189358154296876,279.97411981582644,377.2731065750122,98536.9841239488
79,17.7460716796875,281.2014457321167,421.9801902770996,98549.01616504526
80,15.76755703125,280.2927500343323,244.92547512054443,98540.11781494226
81,17.550354638671877,278.83432975769045,269.65739727020264,98525.71645719167
82,19.314638525390627,277.80236783981326,318.8255548477173,98515.43590864934
83,20.070838916015624,281.355276260376,577.2296905517578,98550.51691695556
84,18.930733593750002,283.7996474838257,642.3449993133545,98574.14802421162
85,20.990986523437503,284.39891544342044,572.644567489624,98579.88017331719
86,15.465469482421875,284.4779092407227,484.7696304321289,98580.6339874672
87,13.243053076171876,283.1254417037964,268.5345411300659,98567.67039402091
88,11.601239501953126,285.0492850875855,208.32011699676514,98586.07415407126
89,14.202051416015626,284.3478137588501,173.46590757369995,98579.39230462385
90,12.307392333984376,285.2384883499146,212.52992153167725,98587.87084043595
91,19.4138701171875,284.6395198440552,474.4194507598877,98582.17489996173
92,3.64592021484375,281.9970923995972,66.56476855278015,98556.76092917685
93,2.3089937255859376,283.4917956924439,0.0,98571.19402719766
94,8.3405900390625,282.14002147674563,130.7686448097229,98558.14761374913
95,18.8030267578125,281.2252837753296,292.98298358917236,98549.24883237935
96,10.121551171875,280.5006767845154,183.0801010131836,98542.15895489063
97,6.8874620361328125,275.58033362388613,84.21137928962708,98493.0413217774
98,1.5613493225097657,277.76256147384646,391.843581199646,98515.0378394063
99,1.3671221099853517,279.5899159049988,347.67162799835205,98533.19613242566
100,2.648661767578125,280.27047315597537,23.377354443073273,98539.89895348623
101,13.5388072265625,280.79160276412966,90.26805758476257,98545.0098510601
102,4.469974255371094,283.24695507049563,28.625720739364624,98568.84012196684
103,22.322808984375,283.9538394546509,267.11864471435547,98575.62519523717
104,22.103714794921878,285.4221650695801,441.68524742126465,98589.61279305283
105,16.573099658203127,285.25121608734133,387.9460096359253,98587.99161924145
106,20.880538330078124,286.62653747558596,462.3582363128662,98600.98011417402
107,21.9043880859375,286.7778703308106,557.660436630249,98602.40177313697
108,23.197851562500002,286.5804902648926,688.1024837493896,98600.54724043848
109,14.014256396484376,284.97170558929446,412.0081424713135,98585.3367721548
110,8.483483715820313,284.6020204162598,169.32576894760132,98581.81750745252
111,4.2011469360351565,286.16362777709963,28.55568826198578,98596.62219294047
112,23.461346777343753,286.7016870117188,397.39367961883545,98601.68627336563
113,22.435220214843753,288.0193091964722,615.9539699554443,98614.00838776196
114,24.02237724609375,289.6921769714356,683.7234020233154,98629.49295301164
115,21.088571484375002,288.689034614563,514.7178173065186,98620.22887129599
116,20.845944580078125,289.8502198791504,707.9082489013672,98630.94670587424
117,17.577887255859377,290.0247212982178,336.5978240966797,98632.55003150077
118,15.165107666015626,288.01992336273196,279.80289459228516,98614.0141053123
119,22.641055664062502,290.2629376983643,576.4315128326416,98634.73569465618
120,8.379309594726562,288.24762454986575,145.93124389648438,98616.13221764255
121,22.884701660156253,291.4156266784668,515.9316539764404,98645.2618205035
122,13.048531787109376,291.15625778198245,340.93425273895264,98642.90050334095
123,23.462206347656252,293.33060852050784,674.5724201202393,98662.56814696784
124,25.6873517578125,292.1514894104004,738.8189792633057,98651.93860520983
125,25.13847919921875,292.8461438751221,978.1048774719238,98658.21103492235
126,25.673543261718752,293.3858415222168,1018.6041831970215,98663.06399008918
127,22.1366619140625,294.87324729919436,903.6222457885742,98676.34777021607
128,22.86901318359375,297.43175903320315,1392.680835723877,98698.8899172913
129,16.414798974609376,295.34936157226565,1159.877872467041,98680.57190464696
130,8.084045874023438,292.4418069458008,360.90285778045654,98654.56363230429
131,19.539223681640625,293.1904164886475,440.0002956390381,98661.30877149882
132,19.634926025390627,292.96127143859866,550.9737491607666,98659.24774472727
133,25.47233525390625,294.3584806060791,1167.352294921875,98671.76549932643
134,26.30023330078125,290.686424407959,767.8666591644287,98638.61248607167
135,28.19128271484375,288.41883007049563,870.5033302307129,98617.72261992555
136,24.118079589843752,287.10358062744143,674.4265079498291,98605.45654977653
137,21.524641259765627,289.1390191650391,778.2330989837646,98624.39236950228
138,25.34203916015625,293.69623771667483,1000.2463340759277,98665.84707770267
139,26.0156390625,294.5785962677002,1025.5106925964355,98673.72682981193
140,14.924677148437501,291.5026609039307,388.4527921676636,98646.05325636207
141,26.0703140625,288.51057067871096,376.64506435394287,98618.5740700279
142,29.13998466796875,289.6781217193604,760.2123737335205,98629.3635902357
143,29.2868314453125,291.7437574005127,927.9215812683105,98648.24320098574
144,28.156847167968753,293.30812469482424,930.4398536682129,98662.36625005848
145,27.757645312500003,294.36818328857424,978.1872749328613,98671.8520157651
146,19.041339990234377,294.58985725402835,922.6780891418457,98673.82709235178
147,22.702008691406252,295.8836328125,950.5395889282227,98685.29600051041
148,25.39059697265625,297.7191144561768,1061.7716789245605,98701.39776147676
149,26.90809716796875,297.62627998352053,1047.160816192627,98700.58808874016
150,24.763751367187503,296.1360608673096,793.3260440826416,98687.52213629735
151,26.61973505859375,297.51671424865725,912.5968933105469,98699.6318480929
152,24.37968955078125,296.84585014343264,668.6364650726318,98693.76161789658
153,23.99672724609375,296.3705770111084,691.8118953704834,98689.58694716444
154,22.2604453125,296.47665229797366,660.2403163909912,98690.51983168331
155,27.9047267578125,297.55204406738284,914.6507263183594,98699.94026703105
156,28.880099121093753,298.0319348907471,1216.0775184631348,98704.12240774021
157,27.26156513671875,298.8183423614502,1159.5725059509277,98710.94703788418
158,25.848552832031253,299.29873100280764,1182.9399108886719,98715.0985059277
159,25.331684765625003,299.6676370239258,1158.658218383789,98718.2776131796
160,28.0558107421875,301.4146672821045,1679.5751571655273,98733.2283517934
161,27.2517591796875,302.628770980835,1727.109718322754,98743.51781186239
162,28.118250878906252,303.61516204833987,1957.512092590332,98751.8174654174
163,27.13613115234375,304.5124551391602,1963.803482055664,98759.32121705025
164,25.385262890625,305.34407821655276,1881.461524963379,98766.23682376494
165,26.285720800781252,304.17321411132815,1796.8515396118164,98756.48941230497
166,26.419623925781252,303.74577537536624,1814.0199661254883,98752.91246769502
167,22.66780517578125,301.69449440002444,1129.0009498596191,98735.60713763376
168,19.871198437500002,298.89362731933596,760.5801105499268,98711.59851500166
169,26.064979980468753,298.7289926147461,905.2124977111816,98710.17342975865
170,26.555177636718753,299.5540811157227,1170.251750946045,98717.29985214246
171,29.076131250000003,301.7987939453125,1806.6720962524414,98736.49266228551
172,28.65057275390625,301.61485877990725,1274.6223449707031,98734.93060680431
173,25.3620439453125,302.2568399047852,1319.259262084961,98740.37440757458
174,26.431549804687503,303.71403900146487,1563.3818626403809,98752.64649019534
175,27.341499902343752,303.6263181304932,1633.9675903320312,98751.91102931047
176,26.104907812500002,303.86162773132327,1771.0050582885742,98753.88294117952
177,23.990451855468752,303.8706685638428,1292.8406715393066,98753.95864373774
178,22.676511621093752,300.18061271667483,1020.6545829772949,98722.68541411303
179,18.025881591796875,299.13935295104983,725.0621795654297,98713.72263995673
180,20.340608203125,297.6961385345459,622.1512317657471,98701.19741932102
181,26.8479298828125,300.4291116333008,1043.4388160705566,98724.81531385105
182,26.801257324218753,301.61103454589846,1899.7623443603516,98734.89810978106
183,23.8829818359375,299.10746398925784,1484.6196174621582,98713.44717733338
184,29.29373701171875,298.5258599853516,1675.7762908935547,98708.41296162983
185,27.229323339843752,294.9594823455811,1022.0303535461426,98677.11385677574
186,28.92324375,296.32330909729006,1367.9096221923828,98689.17103426876
187,28.91359599609375,297.92669120788577,1490.1820182800293,98703.20637377707
188,28.096758984375,299.3845502471924,1674.2013931274414,98715.83875903097
189,26.64954580078125,300.3188649749756,1673.5851287841797,98723.87081326416
190,23.51029482421875,299.7217008209229,1162.9191398620605,98718.74286615413
191,27.05219912109375,300.6373559570313,1461.2452507019043,98726.59750588132
192,26.1275783203125,301.13580718994143,1384.04541015625,98730.85343482127
193,23.12035048828125,301.4398137664795,1173.1868743896484,98733.4422985655
194,25.271361914062503,302.8853170013428,1513.6046409606934,98745.68157852338
195,9.532279467773439,297.3139993286133,577.7524471282959,98697.86080463769
196,24.64200615234375,299.95055213928225,1409.520435333252,98720.71043774988
197,24.478213183593752,301.29574981689456,1416.2788391113281,98732.2161210377
198,25.543953808593752,303.38105407714846,1966.139030456543,98749.85247664434
199,26.9385328125,301.9189092254639,1805.295753479004,98737.51171573231
200,27.51125185546875,301.61603752136233,1718.985939025879,98734.94062317873
201,27.675983496093753,301.87214103698733,2046.2148666381836,98737.11503160314
202,25.993909863281253,303.5211221313477,2072.6152420043945,98751.02850041282
203,26.18272529296875,303.4314138031006,1891.3789749145508,98750.27542505704
204,25.63236298828125,303.930263671875,1861.824607849121,98754.45754623688
205,8.327772290039062,297.18126502990725,447.53451347351074,98696.69986034486
206,25.503556640625,300.2420541381836,1415.8724784851074,98723.21235700574
207,25.823999707031252,302.4946042633057,1937.7256393432617,98742.38477339546
208,25.57996083984375,303.2716409301758,1918.3080673217773,98748.93308638118
209,25.27826484375,302.38268104553225,1758.487892150879,98741.43882020585
210,21.665761083984375,300.6124841308594,1367.1177864074707,98726.38477683398
211,25.084038867187502,299.79166999816897,1505.7842254638672,98719.3447484441
212,19.323932958984376,296.2388440704346,1689.1820907592773,98688.42749503246
213,21.950827294921876,299.0924283599854,1233.4189414978027,98713.3172766855
214,25.424484082031253,302.0666314697266,1861.8101119995117,98738.7638860159
215,25.3840869140625,303.3563291168213,2156.0165405273438,98749.64477209837
216,25.1354970703125,304.91297737121585,2573.581123352051,98762.65653776894
217,25.00857333984375,306.60271087646487,3058.8037490844727,98776.63273691929
218,23.08497099609375,307.1231271362305,3109.5300674438477,98780.90657042242
219,23.43043916015625,305.4461137390137,2400.973320007324,98767.0827634967
220,24.03484892578125,304.70068565368655,2511.7591857910156,98760.88977415586
221,23.37952939453125,305.2355424499512,2555.0981521606445,98765.33637853719
222,23.9287921875,306.727008972168,2911.68212890625,98777.65481936693
223,23.132429296875003,305.4334603881836,2677.1276473999023,98766.97788950733
224,22.947144433593753,305.84449020385745,2692.515754699707,98770.38021123751
225,21.454512451171876,305.36907974243167,2546.094512939453,98766.44415414908
226,21.394424267578128,305.17485824584963,2490.6295776367188,98764.8326479376
227,18.540631054687502,305.0088216400147,2445.5322265625,98763.45338880115
228,20.090292626953126,305.8358918762207,2658.3969116210938,98770.30913079312
229,18.556634619140628,306.14325347900393,2654.55379486084,98772.84756620163
230,18.987055224609374,305.0221578216553,2488.8839721679688,98763.5642267879
231,22.35536455078125,306.86064926147463,2790.925407409668,98778.75280694559
232,22.40580234375,306.87361923217776,2958.2029342651367,98778.8593177399
233,18.695716259765625,299.6534139251709,1878.395652770996,98718.15518687182
234,19.627630224609376,291.58671775817874,775.3052234649658,98646.81717421405
235,5.926523071289063,291.3132535552979,148.70266914367676,98644.33030343716
236,21.067076953125,290.5818807220459,647.3156452178955,98637.65648424777
237,17.382875537109374,291.6290570831299,553.1282424926758,98647.20179365555
238,11.268794091796876,291.4594136810303,301.33378505706787,98645.66005108408
239,18.82389375,290.97171607971194,422.0856189727783,98641.21788428148
240,10.13378818359375,290.52407279968264,200.75795650482178,98637.1275663627
241,12.256011914062501,291.6096364593506,302.99837589263916,98647.02538628949
242,19.698465673828125,291.6096364593506,689.7602081298828,98647.02538628949
243,17.887585693359377,291.6096364593506,682.349967956543,98647.02538628949
244,17.407900634765625,291.55687538146975,556.6484451293945,98646.54601332502
245,17.470733642578125,291.02041641235354,600.8984088897705,98641.66213043145
246,14.457151318359376,289.0912505722046,357.16731548309326,98623.95099707045
247,14.751393310546876,289.4443761444092,368.3701753616333,98627.21040363949
248,14.039437060546875,293.456875,321.45986557006836,98663.70140737866
249,7.561295288085938,292.425625,160.59805154800415,98654.41745216862
250,12.330690380859375,294.53187385559085,296.0052251815796,98673.31075435784
251,19.823897021484377,293.0769921875,582.8600406646729,98660.28898418085
252,19.204737451171876,292.41755310058596,652.8907775878906,98654.34452841934
253,17.082123486328125,294.8876363372803,623.6297607421875,98676.47562896913
254,7.171114965820313,293.28126922607424,197.2433567047119,98662.12505718868
255,12.753817822265626,291.4578954315186,248.62241744995117,98645.64624500876
256,16.287719677734376,292.67376152038577,484.62862968444824,98656.6572442615
257,17.9701875,291.1832334136963,488.9430522918701,98643.14628572595
258,19.013414501953125,290.73260322570803,636.8125438690186,98639.03455265908
259,16.29987890625,290.91809288024905,506.5315246582031,98640.72856139424
260,15.538501318359376,292.01166740417483,517.9101467132568,98650.67250415629
261,16.9730068359375,293.398582611084,600.1904964447021,98663.17834442889
262,14.002019384765626,294.9570409393311,661.1084461212158,98677.09217414244
263,12.857364404296876,295.3402425384522,592.415189743042,98680.49112620273
264,12.16258505859375,294.5945092773438,408.2544803619385,98673.86850957193
265,4.209775927734375,294.6154538726807,103.89856100082397,98674.05496443268
266,2.411290008544922,291.9412442779541,21.80207222700119,98650.03436205651
267,6.525677856445313,290.46946731567385,68.55221390724182,98636.62775818139
268,3.583478759765625,288.2593118286133,45.505309104919434,98616.24084525928
269,17.141112158203125,287.22315708160403,320.3739404678345,98606.57631576428
270,13.995116455078126,288.1170198059082,363.46280574798584,98614.91771665165
271,12.363244628906251,289.6401082611084,228.82797718048096,98629.0136569293
272,13.2078515625,291.4247590637207,315.37303924560547,98645.34488677043
273,16.5334658203125,291.0498391723633,351.4368772506714,98641.93045462728
274,16.265049169921877,290.79332557678225,331.2152862548828,98639.58934288127
275,14.809912646484376,292.5117017364502,309.6883535385132,98655.19484539147
276,11.15418779296875,294.38170448303225,288.3999824523926,98671.97257152882
277,7.199747094726563,294.0633260345459,211.39965057373047,98669.1309794375
278,10.109313500976564,288.0153581237793,276.59034729003906,98613.97160487037
279,5.184349035644532,286.6890679931641,184.3136429786682,98601.56772155168
280,8.628761645507813,286.2113725280762,226.39906406402588,98597.07231600903
281,2.3293945129394533,287.27467838287356,25.944533944129944,98607.05849948387
282,2.824297888183594,288.00189701080325,49.106064438819885,98613.84627985022
283,0.15500535163879395,288.50271621704104,5.368230119347572,98618.50119325981
284,-0.12754992027282716,289.9187299346924,6.2136635184288025,98631.5764064633
285,2.8272599121093753,291.79916015625,68.86364817619324,98648.74593339823
286,12.59333525390625,291.7212010955811,294.0279722213745,98648.03846779272
287,7.455862133789063,287.5278007125855,193.65134239196777,98609.42496874316
288,7.84008544921875,284.3413821792603,179.4050693511963,98579.33088993335
289,7.6113685546875,281.69305816650393,162.056303024292,98553.80658978167
290,5.969902368164063,280.5035153961182,116.12673997879028,98542.18679978912
291,14.220170947265625,280.0375081634522,282.45975971221924,98537.60810272854
292,13.305907177734376,281.03146186828616,252.69293785095215,98547.35593392041
293,12.235852880859376,283.3823234176636,225.12023448944092,98570.14205452484
294,2.8898770385742187,284.47764602661135,46.06809318065643,98580.63147638111
295,7.720483886718751,284.4815131759644,98.39730262756348,98580.6683688678
296,6.511897705078125,282.8522597885132,81.84819221496582,98565.03702592319
297,10.881595239257813,280.64207139968875,144.3322777748108,98543.54526532021
298,4.205991906738282,278.7421080207825,74.31151866912842,98524.80079350343
299,11.275462353515625,278.5967198944092,166.2628173828125,98523.35602699597
300,5.572467114257813,280.0117508506775,72.15130925178528,98537.3545879782
301,10.753163305664064,279.3778139686585,190.40169715881348,98531.10053756832
302,10.32440712890625,281.3871232604981,133.79459381103516,98550.82740970596
303,8.246032690429688,280.010953578949,92.13007092475891,98537.34674014502
304,6.782738818359375,284.7632247543335,92.67773628234863,98583.3532235158
305,3.573045593261719,290.5901280975342,66.2575900554657,98637.73192725719
306,2.533632440185547,284.9773065185547,37.98527717590332,98585.3900214743
307,1.0213702514648437,284.0265475845337,18.495266139507294,98576.3211945145
308,4.03372880859375,282.5361949539185,62.36010193824768,98561.98400019926
309,7.210616967773438,282.7927428817749,124.70757961273193,98564.46263854226
310,8.107620776367188,281.74118724823,122.28749990463257,98554.27468621201
311,4.2146393554687505,283.18686214447024,68.26996803283691,98568.2617716024
312,6.687664672851563,283.6662246322632,93.34421157836914,98572.86854145142
313,8.554945385742188,282.50832096099856,102.22461223602295,98561.71442747279
314,7.739834106445313,282.8645707702637,121.88457250595093,98565.15580724883
315,2.747545806884766,280.4659463500977,45.37641108036041,98541.81822722826
316,2.8409280029296875,279.1603981590271,56.93959593772888,98528.94917342046
317,1.5876352661132813,279.53968492507937,14.75304365158081,98532.70012789968
318,4.160478845214844,278.76299158096316,312.16259002685547,98525.0081974875
319,3.0208000122070313,279.98238388061526,479.31108474731445,98537.06548913676
320,2.422664483642578,283.3010074234009,478.3520221710205,98569.36012898854
321,2.412701971435547,283.28242031097415,46.02234661579132,98569.181335061
322,0.2442746063232422,281.56196704864504,66.54651761054993,98552.5308142787
323,6.844709619140625,283.1828261947632,275.40156841278076,98568.222919847
324,0.23413660812377932,282.95577159881594,67.87444949150085,98566.03543139288
325,-0.1220481903076172,282.22875514984133,38.717225193977356,98559.00780086346
326,5.3731001953125,284.6825992202759,108.78297090530396,98582.58535787888
327,6.082547607421875,283.63376823425295,75.81685185432434,98572.55711491221
328,0.9727688507080079,286.74638668060305,26.811012625694275,98602.1061300479
329,4.261784216308594,286.8066093063355,63.75694274902344,98602.67158667848
330,0.416380778503418,287.9242469406128,6.629948318004608,98613.1231195759
331,-0.2338789924621582,285.38898197174075,2.9976697638630867,98589.29825541546
332,2.4368628845214846,283.0797225570679,42.37478971481323,98567.23002927394
333,4.058457275390626,281.51340118408206,101.8339991569519,98552.05787425698
334,1.1957218780517578,279.63832727432253,8.592668175697327,98533.67400253828
335,5.137689990234375,281.7908069229126,58.69966149330139,98554.75711441184
336,0.7716571655273438,284.31601825714114,2.6978611946105957,98579.0886648836
337,0.448935026550293,284.7946197128296,0.0,98583.65210814864
338,0.10801738586425781,285.20449844360354,1.353437453508377,98587.54824380086
339,0.09366214141845704,283.99395099639895,0.0,98576.00920693841
340,1.0585233489990236,282.85569778442385,65.71367383003235,98565.0701981256
341,3.7623310180664062,279.2438718414307,88.28416466712952,98529.7755505276
342,3.0422154418945313,275.0744515991211,89.32048678398132,98487.89285305339
343,1.3326066375732422,275.5018784141541,118.80260705947876,98492.24409095959
344,3.418746459960938,277.41693035125735,96.76722884178162,98511.5767324019
345,1.4505863708496094,279.1324102020264,74.60405826568604,98528.67198740278
346,0.3624897079467774,278.642451915741,18.085461854934692,98523.81064083573
347,0.5271436477661133,277.7472921943665,0.0,98514.88511453698
348,4.476668225097656,278.5345918273926,17.658109962940216,98522.73818656156
349,-0.2720776725769043,278.2625166511536,0.0,98520.02928790796
350,1.6195502746582031,277.4624425506592,4.454237595200539,98512.0329732309
351,0.1139407642364502,275.84700098991397,4.51371856033802,98495.74773878949
352,0.025651194763183595,276.03746620178225,3.5674482583999634,98497.67761287266
353,5.130472961425782,276.4417718982697,44.20894682407379,98501.76549638608
354,0.2941124015808106,274.0668489670754,7.382170110940933,98477.5822934377
355,3.616189892578125,276.32157746315005,24.83719140291214,98500.55146091673
356,2.49342099609375,276.43848887443545,31.699559092521667,98501.73234975096
357,1.8893236816406251,275.24877539634707,32.69689977169037,98489.66909578415
358,1.9811032470703127,273.4858429169655,9.418019652366638,98471.60286161702
359,-0.8165200286865235,273.2182897998393,0.20416220650076866,98468.84088239414
360,-0.5885653518676758,274.49564043045046,2.077527903020382,98481.97916035361
361,1.257065139770508,274.6609492635727,29.45552170276642,98483.67062806219
362,1.833157781982422,274.75823417663577,20.98482996225357,98484.66512322833
363,6.573490795898437,278.14850107192996,62.083250284194946,98518.89254150851
364,2.0607415466308594,279.81381193161013,0.0,98535.40484663607
365,-0.29998146972656253,281.6414491271973,0.20548710599541664,98553.30447203935
