DOY,LAI
193,3.0386666666666673
194,3.037333333333334
195,3.036
196,3.034666666666667
197,3.0333333333333337
198,3.0320000000000005
199,3.0306666666666673
200,3.029333333333333
201,3.028
202,3.026666666666667
203,3.0253333333333337
204,3.0240000000000005
205,3.0226666666666664
206,3.021333333333333
207,3.02
208,3.007857142857143
209,2.995714285714286
210,2.983571428571429
211,2.971428571428571
212,2.959285714285714
213,2.947142857142857
214,2.935
215,2.922857142857143
216,2.910714285714286
217,2.898571428571429
218,2.886428571428571
219,2.874285714285714
220,2.862142857142857
221,2.85
222,2.8370967741935487
223,2.8241935483870972
224,2.811290322580645
225,2.7983870967741935
226,2.785483870967742
227,2.7725806451612907
228,2.7596774193548383
229,2.746774193548387
230,2.7338709677419355
231,2.720967741935484
232,2.7080645161290327
233,2.6951612903225803
234,2.682258064516129
235,2.6693548387096775
236,2.656451612903226
237,2.6435483870967738
238,2.6306451612903223
239,2.617741935483871
240,2.6048387096774195
241,2.591935483870967
242,2.5790322580645157
243,2.5661290322580643
244,2.553225806451613
245,2.5403225806451615
246,2.527419354838709
247,2.5145161290322577
248,2.5016129032258063
249,2.488709677419355
250,2.4758064516129026
251,2.462903225806451
252,2.4499999999999997
253,2.4454999999999996
254,2.4409999999999994
255,2.4365
256,2.432
257,2.4274999999999998
258,2.4229999999999996
259,2.4184999999999994
260,2.414
261,2.4095
262,2.405
263,2.4004999999999996
264,2.3959999999999995
265,2.3915
266,2.387
267,2.3825
268,2.3779999999999997
269,2.3734999999999995
270,2.369
271,2.3645
272,2.36
273,2.327142857142857
274,2.294285714285714
275,2.261428571428571
276,2.2285714285714286
277,2.1957142857142857
278,2.162857142857143
279,2.13
280,2.097142857142857
281,2.064285714285714
282,2.031428571428571
283,1.9985714285714287
284,1.9657142857142857
285,1.9328571428571428
286,1.9
287,1.8086666666666664
288,1.7173333333333334
289,1.626
290,1.5346666666666668
291,1.4433333333333334
292,1.3519999999999999
293,1.2606666666666668
294,1.1693333333333333
295,1.0780000000000003
296,0.9866666666666668
297,0.8953333333333338
298,0.8040000000000003
299,0.7126666666666668
300,0.6213333333333337
301,0.5300000000000002
302,0.5059090909090913
303,0.4818181818181819
304,0.457727272727273
305,0.43363636363636404
306,0.40954545454545466
307,0.3854545454545457
308,0.36136363636363633
309,0.3372727272727274
310,0.31318181818181845
311,0.2890909090909093
312,0.2650000000000001
313,0.24090909090909096
314,0.2168181818181818
315,0.19272727272727286
316,0.1686363636363637
317,0.14454545454545453
318,0.12045454545454559
319,0.09636363636363643
320,0.07227272727272727
321,0.048181818181818103
322,0.02409090909090894
323,0.0
324,0.0
325,0.0
326,0.0
327,0.0
328,0.0
329,0.0
330,0.0
331,0.0
332,0.0
333,0.0
334,0.0
335,0.0
336,0.0
337,0.0
338,0.0
339,0.0
340,0.0
341,0.0
342,0.0
343,0.0
344,0.0
345,0.0
346,0.0
347,0.0
348,0.0
349,0.0
350,0.0
351,0.0
352,0.0
353,0.0
354,0.0
355,0.0
356,0.0
357,0.0
358,0.0
359,0.0
360,0.0
361,0.0
362,0.0
363,0.0
364,0.0
365,0.0
